DurationMonth,CreditAmount,Age,Residence,NumberPeopleLiable,ExistingCredits,InstallmentRate,SavingsAccount,PresentEmployment,StatusCheckingAccount,CreditHistory,Purpose,PersonalStatus,OtherDebtors,Property,OtherInstallment,Housing,Job,Telephone,ForeignWorker,Class
6,1543,33,2,1,1,4,4.0,3,4,3,4,1,1,1,3,2,3,1,1,1
30,4811,24,4,1,1,2,1.0,4,4,3,2,2,1,2,2,1,2,1,1,1
12,727,33,3,1,1,4,2.0,2,1,3,5,4,1,4,3,2,2,2,1,2
8,1237,24,4,1,1,3,1.0,3,2,3,4,2,1,1,3,2,3,1,1,2
9,276,22,4,1,1,4,1.0,3,2,3,1,4,1,1,3,1,2,1,1,1
48,5381,40,4,1,1,3,1.0,1,2,3,3,3,1,4,1,3,1,2,1,1
24,5511,25,1,1,1,4,2.0,3,4,3,4,3,1,3,2,2,3,1,1,1
24,3749,26,4,1,1,2,1.0,2,3,3,4,2,1,3,3,2,3,1,1,1
12,685,25,3,1,1,2,1.0,4,2,3,1,4,1,3,1,2,2,1,1,2
4,1494,29,2,2,1,1,1.0,2,3,3,1,3,1,1,3,2,2,1,2,1
36,2746,31,4,1,1,4,1.0,5,1,2,4,3,1,3,1,2,3,1,1,2
12,708,38,3,2,1,2,1.0,3,1,3,4,3,3,2,3,2,2,1,1,1
24,4351,48,4,1,1,1,1.0,3,2,3,4,2,1,2,3,2,2,2,1,1
12,701,32,2,1,2,4,1.0,3,4,5,8,3,1,3,3,2,3,1,1,1
15,3643,27,4,1,2,1,1.0,5,1,4,4,2,1,2,3,2,2,1,1,1
30,4249,28,2,1,2,4,1.0,1,2,5,1,4,1,3,3,2,4,1,1,2
24,1938,32,3,1,1,4,1.0,2,1,3,5,1,1,2,3,2,3,1,1,2
24,2910,34,1,1,1,2,1.0,4,1,3,2,3,1,4,3,3,4,2,1,1
18,2659,28,2,1,1,4,4.0,3,1,3,4,3,1,3,3,2,3,1,1,1
18,1028,36,3,1,2,4,1.0,3,4,5,1,2,1,1,3,2,3,1,1,1
8,3398,39,4,1,2,1,1.0,4,1,5,1,3,1,1,3,2,2,1,2,1
12,5801,49,4,1,1,2,1.0,5,4,5,4,3,1,2,3,1,3,2,1,1
24,1525,34,3,2,1,4,4.0,4,4,3,1,2,1,3,3,2,3,2,1,1
36,4473,31,2,1,1,4,1.0,5,3,3,5,3,1,3,3,2,3,1,1,1
6,1068,28,4,2,1,4,1.0,5,2,3,5,3,1,3,3,2,3,1,1,1
24,6615,75,4,1,2,2,1.0,1,1,5,2,3,1,4,3,3,4,2,1,1
18,1864,30,2,1,2,4,2.0,3,4,5,8,2,1,1,3,2,3,1,1,2
60,7408,24,2,1,1,4,2.0,2,2,3,1,2,1,2,3,2,4,1,1,2
48,11590,24,4,1,2,2,2.0,3,4,5,2,2,1,3,1,1,2,1,1,2
24,4110,23,4,2,2,3,1.0,5,1,1,4,3,1,4,1,1,3,1,1,2
6,3384,44,4,1,1,1,1.0,3,1,5,4,1,1,1,3,1,4,2,1,2
13,2101,23,4,1,1,2,1.0,2,2,3,5,2,3,2,3,2,2,1,1,1
15,1275,24,2,1,1,4,1.0,3,1,3,6,2,1,3,3,1,3,1,1,2
24,4169,28,4,1,1,4,1.0,3,1,3,4,3,1,2,3,2,3,1,1,1
10,1521,31,2,1,1,4,1.0,3,2,3,4,1,1,3,3,2,2,1,1,1
24,5743,24,4,1,2,2,1.0,2,2,5,8,2,1,4,3,3,3,2,1,1
21,3599,26,4,1,1,1,1.0,4,1,3,4,2,1,3,3,1,2,1,1,1
18,3213,25,3,1,1,1,3.0,2,2,3,5,4,1,1,3,1,3,1,1,1
18,4439,33,1,1,1,1,1.0,5,2,3,10,3,2,1,1,2,4,2,1,1
10,3949,37,1,2,1,1,1.0,2,3,3,1,3,3,2,3,2,2,1,1,1
15,1459,43,2,1,1,4,1.0,3,4,5,5,2,1,3,3,2,2,1,1,1
13,882,23,4,1,2,4,1.0,2,2,5,5,3,3,1,3,2,3,1,1,1
24,3758,23,4,1,1,1,3.0,1,2,3,5,2,1,4,3,1,1,1,1,1
6,1743,34,2,1,2,1,2.0,3,4,4,10,3,1,1,3,2,2,1,1,1
9,1136,32,3,2,2,4,4.0,5,2,5,8,3,1,4,3,3,3,1,1,2
9,1236,23,4,1,1,1,1.0,2,4,3,6,2,1,1,3,1,3,2,1,1
9,959,29,2,1,1,1,1.0,3,2,3,4,2,1,3,3,2,3,1,2,2
18,3229,38,4,1,1,2,1.0,1,4,5,2,3,1,4,3,2,4,2,1,1
12,6199,28,2,1,2,4,1.0,3,1,1,5,3,1,2,3,1,3,2,1,2
10,727,46,4,1,1,4,3.0,5,4,3,8,3,1,4,3,3,3,2,1,1
24,1246,23,2,1,1,4,1.0,2,2,3,1,3,1,1,2,2,2,1,1,2
12,2331,49,4,1,1,1,1.0,5,4,5,5,3,2,1,3,2,3,2,1,1
36,4463,26,2,1,2,4,1.0,3,4,4,5,3,1,3,3,2,4,2,1,2
12,776,28,2,1,1,4,1.0,3,4,3,5,4,1,1,3,2,3,1,1,1
30,2406,23,4,1,1,4,1.0,4,1,3,4,2,1,1,3,1,3,1,1,2
18,1239,61,4,1,1,4,1.0,3,2,3,8,3,1,4,3,3,3,1,1,1
12,3399,37,3,1,1,2,1.0,5,3,3,5,3,1,3,3,2,4,1,1,1
12,2247,36,2,1,2,2,1.0,3,3,4,1,2,1,3,2,2,3,2,1,1
6,1766,21,2,1,1,1,1.0,3,4,3,4,4,1,2,3,1,3,1,1,1
18,2473,25,1,1,1,4,1.0,1,1,3,4,3,1,3,3,2,1,1,1,2
12,1542,36,4,1,1,2,1.0,4,4,3,10,3,1,3,3,2,3,2,1,1
18,3850,27,1,1,2,3,1.0,4,4,5,2,3,1,3,3,2,3,1,1,1
18,3650,22,4,1,1,1,1.0,2,1,3,4,2,1,3,3,1,3,1,1,1
36,3446,42,2,2,1,4,1.0,5,1,3,4,3,1,3,3,2,3,1,1,2
18,3001,40,4,1,1,2,1.0,4,2,3,4,2,1,1,3,1,3,1,1,1
36,3079,36,4,1,1,4,1.0,3,4,3,1,3,1,1,3,2,3,1,1,1
18,6070,33,4,1,2,3,1.0,5,4,5,5,3,1,3,3,2,3,2,1,1
10,2146,23,3,1,2,1,1.0,2,4,5,4,2,1,1,3,1,3,1,1,1
60,13756,63,4,1,1,2,1.0,5,4,5,1,3,1,4,1,3,4,2,1,1
60,14782,60,4,1,2,3,2.0,5,2,2,3,2,1,4,1,3,4,2,1,2
48,7685,37,4,1,1,2,1.0,4,1,2,10,2,3,3,3,1,3,1,1,2
18,2320,34,3,1,2,2,1.0,1,4,4,5,4,1,1,3,2,3,1,1,1
7,846,36,4,1,1,3,1.0,5,4,4,5,3,1,4,3,3,3,1,1,1
36,14318,57,2,1,1,4,1.0,5,2,3,1,3,1,4,3,3,4,2,1,2
6,362,52,4,1,2,4,2.0,3,4,5,1,2,1,3,3,2,2,1,1,1
20,2212,39,4,1,1,4,1.0,4,1,3,4,3,1,3,3,2,3,2,1,1
18,12976,38,4,1,1,3,1.0,1,2,3,2,2,1,4,3,3,4,2,1,2
22,1283,25,4,1,1,4,1.0,4,4,3,1,2,1,2,3,1,3,1,1,1
12,1330,26,1,1,1,4,1.0,2,3,3,1,3,1,1,3,2,3,1,1,1
30,4272,26,2,1,2,2,2.0,3,4,4,10,3,1,2,3,2,2,1,1,1
18,2238,25,1,1,2,2,1.0,3,4,5,5,2,1,3,3,2,3,1,1,1
18,1126,21,2,1,1,4,1.0,2,4,3,5,2,1,1,3,1,3,2,1,1
18,7374,40,4,1,2,4,1.0,1,2,5,4,3,1,2,2,2,4,2,1,1
15,2326,27,4,1,1,2,3.0,3,2,5,10,3,1,3,1,2,3,1,1,1
9,1449,27,2,1,2,3,1.0,4,4,3,10,2,1,3,3,2,3,1,1,1
18,1820,30,2,1,1,2,1.0,3,4,3,1,4,1,2,3,2,4,2,1,1
12,983,19,4,1,1,1,4.0,2,2,3,4,2,1,1,3,1,2,1,1,1
36,3249,39,4,2,1,2,1.0,4,1,3,1,3,1,4,1,3,4,2,1,1
6,1957,31,4,1,1,1,1.0,4,1,5,5,2,1,3,3,2,3,1,1,1
9,2406,31,3,1,1,2,1.0,1,4,5,4,3,1,3,3,2,4,1,1,1
39,11760,32,3,1,1,2,2.0,4,2,4,8,3,1,4,3,1,3,2,1,1
12,2578,55,4,1,1,3,1.0,1,1,3,4,2,1,4,3,3,4,1,1,1
36,2348,46,2,1,2,3,1.0,3,1,5,4,4,1,2,3,2,3,2,1,1
12,1223,46,1,1,2,1,1.0,5,2,3,1,1,1,1,3,1,3,1,1,2
24,1516,43,1,1,2,4,4.0,3,4,5,5,2,1,1,3,2,2,1,1,1
18,1473,39,4,1,1,3,1.0,2,4,3,5,4,1,1,3,2,3,2,1,1
18,1887,28,4,1,2,4,1.0,3,2,5,10,4,1,1,1,2,3,1,1,1
24,8648,27,2,1,2,2,1.0,2,4,4,10,3,1,3,1,2,3,2,1,2
14,802,27,2,1,2,4,1.0,3,4,4,1,3,1,3,3,2,2,1,1,1
18,2899,43,4,2,1,4,1.0,5,2,4,1,3,1,3,3,2,3,1,1,1
24,2039,22,1,1,1,1,1.0,2,2,3,5,4,1,2,3,2,3,2,1,2
24,2197,43,4,2,2,4,1.0,4,4,5,2,3,1,3,3,2,3,2,1,1
15,1053,27,2,1,1,4,1.0,2,1,3,5,4,1,1,3,2,3,1,2,1
24,3235,26,2,1,1,3,3.0,5,4,3,5,1,1,3,3,2,4,2,1,1
12,939,28,2,1,3,4,3.0,4,3,5,1,4,1,1,3,2,3,2,1,2
24,1967,20,4,1,1,4,1.0,5,2,3,5,2,1,3,3,2,3,2,1,1
33,7253,35,2,1,2,3,1.0,4,4,5,2,3,1,3,3,2,4,2,1,1
12,2292,42,2,1,2,4,1.0,1,4,5,10,3,1,3,2,2,4,2,1,2
10,1597,40,2,2,1,3,3.0,3,4,3,1,3,1,4,3,1,2,1,2,1
24,1381,35,2,1,1,4,1.0,3,1,3,1,2,1,2,3,2,3,1,1,2
36,5842,35,2,2,2,2,1.0,5,4,5,2,3,1,2,3,2,3,2,1,1
12,2579,33,1,2,1,4,1.0,2,1,3,1,3,1,1,3,2,2,1,1,2
18,8471,23,2,1,2,1,1.0,3,1,4,8,2,1,3,3,1,3,2,1,1
21,2782,31,2,1,1,1,3.0,4,4,3,1,2,1,3,1,2,4,1,1,1
18,1042,33,2,1,1,4,1.0,3,2,3,1,2,1,2,3,2,3,1,1,2
15,3186,20,3,1,1,2,4.0,4,4,3,1,2,1,3,3,1,3,1,1,1
12,2028,30,2,1,1,4,1.0,3,2,3,2,3,1,3,3,2,3,1,1,1
12,958,47,3,2,2,2,1.0,4,2,5,1,3,1,1,3,2,2,1,1,1
21,1591,34,3,1,2,4,2.0,4,4,4,4,3,1,1,3,2,4,1,1,1
12,2762,25,2,1,1,1,1.0,5,2,3,4,2,1,2,1,2,3,2,1,2
18,2779,21,3,1,1,1,1.0,3,2,3,2,4,1,3,3,1,3,2,1,1
28,2743,29,2,1,2,4,1.0,5,4,5,5,3,1,3,3,2,3,1,1,1
18,1149,46,3,1,2,4,4.0,3,4,5,5,3,1,1,3,2,3,1,1,1
9,1313,20,4,1,1,1,1.0,5,4,3,4,3,1,3,3,2,3,1,1,1
18,1190,55,4,2,3,2,1.0,1,1,5,7,2,1,4,3,3,1,1,1,2
5,3448,74,4,1,1,1,1.0,4,4,3,10,3,1,1,3,2,2,1,1,1
24,11328,29,3,1,2,2,1.0,3,2,3,3,3,2,3,1,2,4,2,1,2
6,1872,36,4,1,3,4,1.0,1,1,5,4,3,1,4,3,3,4,2,1,1
24,2058,33,2,1,2,4,1.0,3,4,5,7,1,1,1,3,2,3,2,1,1
9,2136,25,2,1,1,3,1.0,3,1,3,4,3,1,1,3,2,3,1,1,1
12,1484,25,1,1,1,2,1.0,3,2,3,5,4,1,1,3,2,3,2,1,2
6,660,23,4,1,1,2,3.0,4,4,3,7,4,1,1,3,1,2,1,1,1
24,1287,37,4,1,2,4,4.0,5,4,5,1,2,1,1,3,2,3,2,1,1
42,3394,65,4,1,2,4,1.0,1,1,5,7,3,2,3,3,2,1,1,1,1
12,609,26,1,1,1,4,1.0,2,3,2,10,2,1,1,3,2,1,1,1,2
12,1884,39,4,1,1,4,1.0,5,4,3,1,3,1,3,3,2,4,2,1,1
12,1620,30,3,1,1,2,1.0,3,1,3,4,2,2,2,3,2,3,1,1,1
20,2629,29,3,1,2,2,1.0,3,2,4,3,3,1,3,1,2,3,2,1,1
12,719,41,4,2,1,4,1.0,5,4,3,8,3,1,3,1,2,2,1,1,2
48,5096,30,3,1,1,2,1.0,3,2,5,4,2,1,3,3,2,4,2,1,2
9,1244,41,4,1,2,4,1.0,5,4,5,8,2,1,2,3,1,2,1,1,1
36,1842,34,4,1,1,4,1.0,2,1,3,1,2,1,3,3,2,3,2,1,2
7,2576,35,2,1,1,2,1.0,3,2,3,5,3,3,1,3,2,3,1,1,1
12,1424,55,4,1,1,3,1.0,5,3,3,4,2,1,1,3,2,4,2,1,1
15,1512,61,3,1,2,3,4.0,3,2,4,7,4,1,2,2,2,3,1,1,2
36,11054,30,2,1,1,4,1.0,3,4,5,2,3,1,3,3,2,4,2,1,1
6,518,29,1,1,1,3,1.0,3,4,3,5,2,1,1,3,2,3,1,1,1
12,2759,34,4,1,2,2,1.0,5,4,1,4,3,1,2,3,2,3,1,1,1
24,2670,35,4,1,1,4,1.0,5,4,3,2,3,1,3,3,2,4,2,1,1
24,4817,31,3,1,1,2,1.0,4,1,3,1,3,2,2,3,2,3,2,1,2
24,2679,29,1,1,1,4,1.0,2,4,3,2,2,1,4,3,2,4,2,1,1
11,3905,36,2,2,2,2,1.0,3,1,5,1,3,1,1,3,1,3,1,1,1
12,3386,35,4,1,1,3,1.0,5,1,3,2,3,1,4,3,3,3,2,1,2
6,343,27,1,1,1,4,1.0,2,1,3,6,2,1,1,3,2,3,1,1,1
18,4594,32,2,1,1,3,1.0,2,4,3,5,3,1,3,3,2,3,2,1,1
36,3620,37,2,2,1,1,1.0,3,1,3,4,3,3,2,3,2,3,1,1,1
15,1721,36,3,1,1,2,1.0,2,1,3,1,3,1,1,3,2,3,1,1,1
12,3017,34,1,1,1,3,1.0,2,2,3,4,2,1,1,3,1,4,1,1,1
12,754,38,4,1,2,4,1.0,5,2,3,9,3,1,2,3,2,3,1,1,1
18,1950,34,1,1,2,4,1.0,4,4,3,10,3,1,3,2,2,3,2,1,1
24,2924,63,4,2,1,3,1.0,3,1,3,2,3,3,4,1,2,3,2,1,1
24,1659,29,2,1,1,4,1.0,2,1,4,5,2,1,3,3,1,2,2,1,2
48,7238,32,3,2,2,3,1.0,5,4,4,5,3,1,3,1,2,3,1,1,1
33,2764,26,2,1,2,2,1.0,3,4,4,10,2,1,3,3,2,3,2,1,1
24,4679,35,3,1,2,3,1.0,4,4,4,2,3,1,3,3,2,2,2,1,1
24,3092,22,2,1,1,3,2.0,2,2,3,5,4,1,3,3,1,3,2,1,2
6,448,23,4,1,1,4,1.0,2,1,3,8,2,1,2,3,2,3,1,1,2
9,654,28,3,1,1,4,1.0,3,1,3,1,3,1,3,3,2,2,1,1,2
6,1238,36,4,2,1,4,1.0,1,4,3,9,3,1,2,3,2,4,2,1,1
18,1245,33,2,1,1,4,1.0,3,2,5,5,4,1,3,3,2,3,1,1,2
18,3114,26,4,1,1,1,1.0,2,1,1,4,2,1,2,3,1,3,1,1,2
39,2569,24,4,1,1,4,3.0,3,4,3,2,3,1,3,3,2,3,1,1,1
24,5152,25,2,1,1,4,1.0,4,3,3,5,3,1,3,1,2,3,1,1,1
12,1037,39,4,1,1,3,2.0,4,2,3,10,3,1,1,3,2,2,1,1,1
15,1478,44,4,2,2,4,1.0,5,1,5,4,3,1,3,3,2,3,2,1,1
12,3573,23,1,1,1,1,1.0,3,2,5,5,2,1,1,3,2,2,1,1,1
24,1201,26,1,1,1,4,1.0,2,2,3,1,3,1,2,3,2,3,1,1,1
30,3622,57,4,1,2,4,4.0,5,1,3,4,2,1,2,3,1,3,2,1,1
15,960,30,2,1,2,3,4.0,4,4,4,4,2,1,2,3,2,3,1,1,1
12,1163,44,4,1,1,4,3.0,3,4,5,1,3,1,1,3,2,3,2,1,1
6,1209,47,4,1,1,4,1.0,1,2,4,1,3,1,2,3,2,4,2,1,2
12,3077,52,4,1,1,2,1.0,3,4,3,5,3,1,3,3,2,3,2,1,1
24,3757,62,4,1,1,4,1.0,5,4,3,1,2,2,4,3,3,3,2,1,1
10,1418,35,2,1,1,3,2.0,3,4,3,1,3,1,1,3,1,2,1,2,1
6,3518,26,3,1,1,2,1.0,3,4,3,1,3,3,2,3,1,3,1,1,1
12,1934,26,2,1,2,2,1.0,5,4,5,5,3,1,4,3,2,3,1,1,1
27,8318,42,4,1,2,2,1.0,5,2,1,10,2,1,4,3,3,4,2,1,2
6,1237,27,1,1,2,1,2.0,3,4,5,5,2,1,2,3,2,3,1,1,1
6,368,38,4,1,1,4,1.0,5,2,3,5,3,1,2,3,2,3,1,1,1
12,2122,39,2,2,2,3,1.0,3,1,5,1,3,1,1,3,1,2,1,2,1
24,2996,20,4,1,1,2,1.0,3,1,3,4,4,1,3,3,2,3,1,1,2
36,9034,29,1,1,1,4,2.0,2,2,3,4,3,2,4,3,1,4,2,1,2
24,1585,40,3,1,2,4,1.0,4,4,5,4,3,1,2,3,2,3,1,1,1
18,1301,32,2,1,1,4,1.0,5,2,3,5,4,3,1,3,2,2,1,1,1
6,1323,28,4,2,2,2,2.0,5,3,5,1,1,1,3,3,2,3,2,1,1
24,3123,27,1,1,1,4,1.0,2,1,3,1,2,1,2,3,2,3,1,1,2
36,5493,42,4,2,1,2,1.0,5,1,3,2,3,1,4,3,3,3,1,1,1
9,1126,49,4,1,1,2,2.0,5,3,3,5,1,1,1,3,2,3,1,1,1
24,1216,38,4,2,2,4,2.0,2,2,5,5,3,1,4,1,2,3,1,1,2
24,1207,24,4,1,1,4,1.0,2,1,3,1,2,1,2,3,1,3,1,1,2
10,1309,27,4,1,1,4,1.0,3,4,3,1,3,3,2,3,2,2,1,1,2
15,2360,36,2,1,1,2,3.0,3,3,5,2,3,1,3,3,2,3,2,1,1
15,6850,34,2,2,1,1,2.0,1,2,2,1,3,1,2,3,2,4,2,1,2
24,1413,28,2,1,1,4,1.0,3,4,3,5,4,1,2,3,2,3,1,1,1
39,8588,45,2,1,1,4,2.0,5,4,3,2,3,1,3,3,2,4,2,1,1
12,759,26,2,1,1,4,1.0,4,1,3,1,3,1,1,3,2,3,1,1,2
36,4686,32,2,1,1,2,1.0,3,4,3,2,3,1,4,3,3,4,2,1,1
15,2687,26,4,1,1,2,1.0,4,3,3,10,3,1,2,3,1,3,2,1,1
12,585,20,4,1,2,4,1.0,3,2,4,5,4,2,1,3,1,3,1,1,1
24,2255,54,1,1,1,4,1.0,2,4,3,1,3,1,2,3,2,3,1,1,1
6,609,37,3,1,2,4,1.0,4,1,5,1,2,1,2,3,2,3,1,2,1
6,1361,40,4,2,1,2,1.0,2,1,5,1,3,1,1,3,2,2,1,2,1
36,7127,23,4,1,2,2,1.0,2,4,5,4,2,1,2,3,1,3,2,1,2
6,1203,43,2,1,1,3,2.0,5,1,3,1,3,1,2,3,2,3,2,1,1
6,700,36,4,1,2,4,1.0,5,4,5,5,3,1,4,3,3,3,1,1,1
24,5507,44,4,1,2,3,1.0,5,4,5,7,3,1,4,3,3,3,1,1,1
18,3190,24,2,1,1,2,1.0,3,1,3,5,2,1,1,3,2,3,1,1,2
48,7119,53,4,2,2,3,1.0,3,1,1,4,3,1,4,3,3,3,1,1,2
24,3488,23,4,1,1,3,2.0,4,4,3,2,2,1,3,3,2,3,1,1,1
18,1113,26,4,2,1,4,1.0,3,2,3,5,2,3,1,3,2,2,1,1,1
26,7966,30,3,1,2,2,1.0,2,2,3,2,3,1,3,3,2,3,1,1,1
15,1532,31,3,1,1,4,2.0,3,4,5,8,2,1,3,3,2,3,1,1,1
4,1503,42,1,2,2,2,1.0,4,4,5,5,3,1,1,3,2,2,1,1,1
36,2302,31,4,1,1,4,1.0,3,1,3,5,1,1,3,3,1,3,1,1,2
6,662,41,4,2,1,3,1.0,2,1,3,1,3,1,1,3,2,2,2,1,1
36,2273,32,1,2,2,3,1.0,4,2,3,8,3,1,3,3,2,3,1,1,1
15,2631,28,4,1,2,2,2.0,3,2,3,1,2,1,3,3,1,3,2,1,2
12,1503,41,4,1,1,4,1.0,3,4,4,2,4,1,1,3,1,3,1,1,1
24,1311,26,3,1,1,4,2.0,4,4,3,5,4,1,2,3,2,3,2,1,1
24,3105,25,2,1,2,4,1.0,2,4,3,5,3,1,3,3,2,3,1,1,1
21,2319,33,1,1,1,2,1.0,2,3,5,8,1,1,3,3,1,3,1,1,2
6,1374,75,3,1,1,4,1.0,1,1,3,1,2,1,2,3,2,4,2,1,1
18,3612,37,4,1,1,3,1.0,5,2,5,4,2,1,2,3,2,3,2,1,1
48,7763,42,4,1,1,4,1.0,5,1,3,1,3,1,4,1,3,4,1,1,2
18,3049,45,1,1,1,1,1.0,2,3,3,4,2,1,2,2,2,2,1,1,1
12,1534,23,1,1,1,1,1.0,2,2,3,5,4,1,1,3,1,3,1,1,2
24,2032,60,4,1,2,4,1.0,5,4,4,1,3,1,4,3,3,3,2,1,1
30,6350,31,4,1,1,4,1.0,5,1,3,4,3,1,2,3,2,3,1,1,2
18,2864,34,1,2,1,2,1.0,3,3,3,4,3,1,1,3,2,2,1,1,2
12,1255,61,4,1,2,4,1.0,5,4,5,1,3,1,1,3,2,2,1,1,1
24,1333,43,2,2,2,4,1.0,1,1,4,1,3,1,1,3,3,3,1,1,2
24,2022,37,4,1,1,4,1.0,3,4,5,1,2,1,3,3,2,3,2,1,1
24,1552,32,1,2,1,3,1.0,4,4,3,5,3,1,3,1,2,3,1,1,1
12,626,24,4,1,1,4,1.0,3,1,2,5,2,1,1,1,2,2,1,1,2
48,8858,35,1,1,2,2,1.0,4,4,5,2,3,1,4,3,3,3,2,1,1
12,996,23,4,1,2,4,1.0,4,4,5,7,2,1,1,3,2,3,1,1,1
6,1750,45,4,2,1,2,3.0,5,4,2,5,3,1,2,1,2,2,1,1,1
48,6999,34,1,1,2,1,1.0,4,1,3,5,4,3,1,3,2,3,2,1,2
12,1995,27,1,1,1,4,2.0,2,2,5,1,3,1,3,3,2,3,1,1,1
9,1199,67,4,1,2,4,1.0,4,2,3,8,2,1,2,3,2,4,2,1,1
12,1331,22,1,1,1,2,1.0,2,2,3,5,3,1,3,2,2,3,1,1,2
18,2278,28,3,1,2,3,2.0,2,2,1,1,2,1,3,3,2,3,1,1,2
21,5003,29,4,1,2,1,1.0,3,4,1,1,2,1,2,1,2,3,2,1,2
24,3552,27,4,1,1,3,1.0,4,1,2,4,3,1,3,1,2,3,1,1,2
18,1928,31,2,1,2,2,1.0,2,2,5,4,3,1,1,3,2,2,1,1,2
24,2964,49,4,2,1,4,1.0,5,1,3,2,3,1,4,1,3,3,2,1,1
24,1546,24,4,1,1,4,1.0,4,1,2,5,3,3,3,1,1,2,1,1,2
6,683,29,1,1,1,2,1.0,2,3,4,5,2,1,2,1,2,3,1,1,1
36,12389,37,4,1,1,1,1.0,3,2,3,1,3,1,4,3,3,3,2,1,2
24,4712,37,2,1,2,4,1.0,3,2,4,10,3,1,2,1,2,4,2,1,1
24,1553,23,2,1,2,3,2.0,4,2,4,5,2,1,2,3,1,3,2,1,1
12,1372,36,3,1,1,2,1.0,4,1,3,1,1,1,3,3,2,3,1,1,2
24,2578,34,2,1,1,2,4.0,5,4,5,5,3,1,3,3,2,3,1,1,1
48,3979,41,1,2,2,4,1.0,4,2,3,5,3,1,3,3,2,3,2,1,1
48,6758,31,2,1,1,3,1.0,3,1,3,5,2,1,3,3,2,3,2,1,2
24,3234,23,4,1,1,4,1.0,2,1,3,4,2,1,1,3,1,2,2,1,2
30,5954,38,2,1,1,3,1.0,4,4,5,5,3,2,3,3,2,3,1,1,1
24,5433,26,4,1,1,2,1.0,1,4,3,2,2,1,2,3,1,4,2,1,1
15,806,22,4,1,1,4,1.0,3,1,3,10,2,1,2,3,2,2,1,1,1
9,1082,27,4,1,2,4,1.0,5,2,3,5,3,1,3,3,2,2,1,1,1
15,2788,24,3,1,2,2,1.0,4,4,5,4,2,2,3,1,2,3,1,1,1
12,2930,27,1,1,1,2,1.0,4,2,3,5,2,1,1,3,2,3,1,1,1
24,1927,33,2,1,2,3,1.0,3,4,5,8,2,1,3,3,2,3,2,1,1
36,2820,27,4,1,2,4,1.0,2,2,5,1,1,1,3,3,2,3,1,1,2
24,937,27,3,1,2,4,1.0,2,4,3,9,4,1,3,3,2,2,1,1,1
18,1056,30,3,1,2,3,1.0,5,2,5,1,3,3,1,1,2,3,1,1,2
12,3124,49,3,2,2,1,1.0,2,2,5,1,3,1,1,1,2,2,1,1,1
9,1388,26,2,1,1,4,1.0,3,4,3,4,2,1,1,3,1,3,1,1,1
36,2384,33,1,1,1,4,1.0,2,2,3,7,3,1,4,3,1,2,1,1,2
12,2133,52,4,1,1,4,1.0,5,4,3,1,2,1,4,3,3,4,2,1,1
18,2039,20,4,1,1,1,1.0,3,1,3,4,2,1,1,1,1,3,1,1,2
9,2799,36,2,2,2,2,1.0,3,1,5,1,3,1,1,3,1,3,1,1,1
12,1289,21,1,1,1,4,1.0,3,1,3,4,3,3,2,3,2,2,1,1,1
18,1217,47,3,1,1,4,1.0,3,1,3,6,4,1,1,3,2,2,2,1,2
12,2246,60,3,1,2,3,1.0,5,1,5,4,3,1,2,3,2,3,1,1,2
12,385,58,3,1,4,4,1.0,4,1,5,5,2,1,1,3,2,2,2,1,1
24,1965,42,4,1,2,4,1.0,3,2,4,1,2,1,3,3,1,3,2,1,1
21,1572,36,4,1,1,4,4.0,5,4,3,10,2,1,1,1,2,2,1,1,1
24,2718,20,4,1,1,3,1.0,3,2,3,1,2,1,2,3,1,2,2,1,2
24,1358,40,3,1,1,4,1.0,5,1,2,3,3,1,3,2,2,4,2,1,2
6,931,32,1,1,1,1,2.0,2,2,2,1,2,1,2,2,2,2,1,1,2
24,1442,23,4,1,2,4,1.0,4,1,3,1,2,1,3,3,1,3,1,1,2
24,4241,36,4,1,3,1,1.0,3,2,1,10,3,1,1,3,2,2,2,1,2
18,2775,31,2,1,2,2,1.0,4,4,5,1,3,1,2,1,2,3,1,1,2
24,3863,32,2,1,1,1,1.0,3,4,4,10,3,1,4,3,3,3,1,1,1
7,2329,45,1,1,1,1,1.0,2,2,3,5,2,3,1,3,2,3,1,1,1
9,918,30,1,1,1,4,1.0,3,2,3,4,2,1,2,3,2,3,1,1,2
24,1837,34,4,1,1,4,1.0,4,2,2,8,2,1,4,1,3,2,1,1,2
36,3349,28,2,1,1,4,1.0,3,4,3,4,2,1,3,3,2,4,2,1,2
10,1275,23,2,1,1,4,1.0,2,3,3,4,2,1,2,3,2,3,1,1,1
24,2828,22,4,1,1,4,3.0,3,1,2,4,3,1,1,2,2,3,2,1,1
24,4526,74,2,1,1,3,1.0,3,4,5,10,3,1,1,3,2,4,2,1,1
36,2671,50,4,1,1,4,2.0,3,2,3,5,2,2,4,3,3,3,1,1,2
18,2051,33,1,1,1,4,1.0,2,4,3,5,3,1,1,3,2,3,1,1,1
15,1300,45,4,2,1,4,1.0,5,4,3,2,3,1,4,1,3,3,1,1,1
12,741,22,3,1,1,4,2.0,1,1,3,6,2,1,2,3,2,3,1,1,2
10,1240,48,4,2,1,1,2.0,5,3,3,1,2,1,4,3,3,2,1,1,2
21,3357,29,2,1,1,4,4.0,2,1,3,5,2,1,3,1,2,3,1,1,1
