Age,Debt,YearsEmployed,CreditScore,ZipCode,Income,EducationLevel,Gender,Married,BankCustomer,Ethnicity,PriorDefault,Employed,DriversLicense,Citizen,ApprovalStatus
192.0,66.0,64.0,1.0,68,1.0,13.0,2,3,3,8,1,1,1,3,2
178.0,66.0,58.0,1.0,1,3.0,2.0,1,3,3,8,1,1,2,1,2
185.0,66.0,26.0,1.0,141,17.0,2.0,2,2,1,8,1,1,1,1,2
97.0,178.0,26.0,1.0,63,146.0,4.0,1,2,1,8,1,1,2,1,2
191.0,66.0,14.0,1.0,109,1.0,3.0,2,2,1,1,1,1,1,1,2
122.0,26.0,5.0,1.0,76,84.0,11.0,2,2,1,4,1,1,2,1,2
271.0,119.0,26.0,1.0,1,79.0,2.0,2,2,1,8,1,1,2,1,2
192.0,40.0,14.0,1.0,53,1.0,7.0,1,3,3,4,1,1,2,1,2
178.0,73.0,47.0,1.0,63,1.0,1.0,1,3,3,8,1,1,1,1,2
125.0,73.0,20.0,1.0,99,42.0,13.0,2,2,1,8,1,1,2,1,2
224.0,87.0,64.0,1.0,144,1.0,2.0,1,2,1,8,1,1,1,1,2
251.0,89.0,2.0,1.0,34,50.0,1.0,2,2,1,8,1,1,1,1,2
115.0,61.0,14.0,1.0,157,197.0,7.0,2,2,1,1,1,1,2,1,2
182.0,70.0,1.0,1.0,63,1.0,7.0,2,2,1,1,1,1,1,1,2
222.0,52.0,14.0,1.0,99,3.0,9.0,2,2,1,8,1,1,2,1,2
329.0,123.0,1.0,1.0,1,13.0,5.0,2,2,1,9,1,1,1,1,2
113.0,95.0,58.0,1.0,68,153.0,2.0,2,3,3,1,1,1,1,1,2
330.0,18.0,16.0,4.0,63,1.0,2.0,2,2,1,8,2,2,2,1,2
124.0,46.0,52.0,2.0,32,4.0,13.0,2,2,1,8,1,2,2,1,2
108.0,55.0,1.0,1.0,94,2.0,8.0,1,2,1,5,1,1,2,1,2
65.0,20.0,1.0,1.0,32,1.0,6.0,2,3,3,3,1,1,1,1,2
69.0,167.0,37.0,1.0,1,197.0,10.0,2,3,3,8,1,1,2,1,2
153.0,48.0,16.0,1.0,1,1.0,4.0,2,2,1,8,1,1,2,3,2
208.0,55.0,7.0,1.0,77,1.0,7.0,2,2,1,8,1,1,2,1,2
6.0,6.0,26.0,3.0,104,2.0,1.0,1,2,1,8,1,2,2,1,2
240.0,42.0,5.0,1.0,57,1.0,4.0,2,2,1,8,1,1,1,1,2
37.0,6.0,2.0,1.0,120,1.0,11.0,1,2,1,8,1,1,2,1,2
170.0,73.0,5.0,1.0,38,1.0,4.0,2,2,1,8,1,1,2,1,2
209.0,98.0,1.0,1.0,53,1.0,6.0,1,2,1,3,1,1,1,1,2
147.0,109.0,92.0,1.0,32,1.0,9.0,1,2,1,8,1,1,2,3,2
76.0,66.0,3.0,1.0,32,200.0,6.0,2,2,1,3,1,1,2,1,2
114.0,18.0,1.0,1.0,32,1.0,9.0,2,2,1,3,1,1,1,1,2
12.0,12.0,8.0,1.0,68,1.0,9.0,2,3,3,8,1,1,1,3,2
88.0,55.0,5.0,3.0,104,159.0,5.0,2,2,1,2,1,2,1,1,2
252.0,40.0,122.0,2.0,112,53.0,10.0,2,2,1,8,1,2,2,1,2
72.0,117.0,5.0,1.0,76,144.0,1.0,1,2,1,8,1,1,1,1,2
228.0,51.0,5.0,1.0,127,1.0,10.0,2,3,3,8,1,1,1,3,2
82.0,167.0,64.0,1.0,3,17.0,9.0,1,3,3,4,1,1,2,1,2
56.0,26.0,20.0,1.0,43,3.0,12.0,2,3,3,6,1,1,2,1,2
175.0,66.0,100.0,1.0,95,1.0,13.0,2,3,3,8,1,1,2,1,2
110.0,183.0,1.0,1.0,45,149.0,5.0,2,2,1,2,1,1,2,1,2
262.0,96.0,26.0,1.0,85,1.0,9.0,1,2,1,4,1,1,2,3,2
109.0,47.0,4.0,1.0,32,1.0,13.0,2,2,1,8,1,1,1,1,2
50.0,17.0,26.0,1.0,90,1.0,5.0,1,3,3,2,1,1,1,1,2
133.0,191.0,4.0,1.0,1,89.0,4.0,2,2,1,8,1,1,1,1,2
48.0,29.0,47.0,1.0,85,1.0,2.0,2,3,3,8,1,1,2,3,2
188.0,42.0,4.0,1.0,136,201.0,7.0,2,2,1,1,1,1,2,1,2
180.0,10.0,75.0,1.0,131,1.0,7.0,2,2,1,1,1,1,2,3,2
255.0,102.0,52.0,1.0,46,1.0,7.0,2,2,1,1,1,1,2,1,2
71.0,123.0,5.0,1.0,53,1.0,2.0,1,2,1,8,1,1,1,1,2
87.0,66.0,80.0,1.0,68,106.0,7.0,1,3,3,1,1,1,1,1,2
314.0,92.0,84.0,1.0,1,5.0,6.0,1,3,3,3,1,1,2,1,2
64.0,166.0,39.0,1.0,32,154.0,9.0,2,2,1,8,1,1,2,1,2
184.0,109.0,37.0,1.0,18,1.0,2.0,2,3,3,8,1,1,2,1,2
70.0,46.0,15.0,1.0,38,42.0,1.0,2,3,3,8,1,1,2,1,2
53.0,1.0,14.0,1.0,1,1.0,2.0,2,2,1,8,1,1,2,3,2
112.0,192.0,1.0,1.0,62,1.0,7.0,2,2,1,1,1,1,2,1,2
74.0,7.0,3.0,1.0,1,1.0,10.0,2,2,1,8,1,1,1,3,2
2.0,123.0,26.0,1.0,156,1.0,5.0,2,2,1,8,1,1,1,1,2
232.0,102.0,6.0,1.0,153,1.0,7.0,2,2,1,1,1,1,1,1,2
120.0,178.0,7.0,1.0,160,1.0,1.0,2,2,1,1,1,1,2,1,2
91.0,18.0,26.0,1.0,38,2.0,10.0,2,2,1,8,1,1,2,1,2
240.0,40.0,7.0,1.0,1,72.0,13.0,2,3,3,8,1,1,1,1,2
176.0,49.0,15.0,1.0,1,1.0,4.0,1,2,1,8,1,1,2,1,2
142.0,56.0,2.0,1.0,40,2.0,14.0,2,3,3,4,1,1,1,1,2
82.0,20.0,4.0,1.0,38,46.0,6.0,1,3,3,3,1,1,1,1,2
108.0,178.0,31.0,1.0,1,18.0,9.0,2,3,3,4,1,1,2,1,2
155.0,57.0,3.0,1.0,99,1.0,2.0,2,2,1,8,1,1,1,1,2
49.0,104.0,8.0,1.0,45,71.0,8.0,2,3,3,8,1,1,1,1,2
135.0,13.0,8.0,1.0,76,60.0,2.0,2,2,1,8,1,1,1,1,2
295.0,119.0,66.0,1.0,21,1.0,7.0,1,2,1,1,1,1,2,1,2
71.0,12.0,20.0,1.0,53,1.0,11.0,1,2,1,8,1,1,1,3,2
184.0,104.0,28.0,1.0,144,1.0,7.0,2,3,3,1,1,1,2,1,2
337.0,115.0,1.0,1.0,1,1.0,6.0,1,2,1,3,1,1,1,3,2
38.0,22.0,26.0,2.0,164,3.0,2.0,1,3,3,8,1,2,1,1,2
6.0,76.0,3.0,2.0,1,7.0,13.0,2,2,1,8,1,2,1,1,2
13.0,10.0,9.0,5.0,53,9.0,11.0,2,2,1,8,1,2,1,1,2
157.0,71.0,1.0,6.0,61,61.0,6.0,2,2,1,3,1,2,1,1,2
96.0,73.0,31.0,2.0,1,23.0,2.0,2,2,1,8,1,2,1,1,2
71.0,27.0,3.0,1.0,47,1.0,7.0,1,2,1,8,1,1,1,1,2
236.0,46.0,1.0,1.0,99,1.0,7.0,2,2,1,1,1,1,1,3,2
66.0,16.0,4.0,1.0,95,38.0,9.0,2,2,1,8,1,1,2,1,2
66.0,40.0,70.0,1.0,95,1.0,6.0,1,3,3,3,1,1,1,1,2
69.0,5.0,4.0,1.0,68,44.0,9.0,2,3,3,8,1,1,1,1,2
82.0,53.0,15.0,1.0,44,2.0,2.0,2,2,1,8,1,1,2,1,2
218.0,24.0,10.0,3.0,79,110.0,2.0,2,2,1,8,1,2,1,1,2
111.0,67.0,1.0,1.0,63,41.0,6.0,1,3,3,3,1,1,2,1,2
194.0,66.0,26.0,1.0,72,1.0,7.0,2,2,1,8,1,1,2,1,2
46.0,36.0,37.0,1.0,34,8.0,11.0,2,2,1,8,1,1,1,1,2
138.0,40.0,43.0,1.0,68,1.0,13.0,2,2,1,8,1,1,1,1,2
108.0,29.0,29.0,1.0,32,1.0,3.0,2,2,1,8,1,1,1,1,2
181.0,59.0,37.0,1.0,38,1.0,2.0,2,2,1,8,1,1,1,2,2
90.0,40.0,7.0,1.0,35,1.0,2.0,2,2,1,8,1,1,1,1,2
122.0,56.0,7.0,1.0,63,36.0,13.0,1,2,1,8,1,1,2,1,2
213.0,29.0,2.0,1.0,38,6.0,5.0,2,2,1,8,1,1,1,1,2
284.0,62.0,8.0,1.0,68,4.0,6.0,2,2,1,3,1,1,1,1,2
180.0,12.0,3.0,1.0,63,1.0,3.0,2,3,3,8,1,1,1,1,2
294.0,73.0,37.0,1.0,63,5.0,6.0,2,3,3,3,1,1,1,1,2
74.0,77.0,5.0,1.0,53,145.0,2.0,2,3,3,8,1,1,1,1,2
61.0,47.0,3.0,1.0,113,1.0,9.0,2,2,1,8,1,1,2,1,2
97.0,33.0,14.0,1.0,68,1.0,1.0,2,2,1,8,1,1,1,1,2
321.0,69.0,56.0,1.0,104,1.0,2.0,2,2,1,8,1,1,2,1,2
33.0,1.0,1.0,5.0,13,2.0,6.0,2,3,3,3,1,2,1,1,2
38.0,20.0,1.0,4.0,111,131.0,6.0,2,2,1,3,1,2,1,1,2
301.0,6.0,1.0,1.0,19,26.0,6.0,1,2,1,3,1,1,2,3,2
117.0,40.0,1.0,2.0,27,90.0,6.0,1,2,1,3,1,2,1,1,2
105.0,30.0,10.0,3.0,60,4.0,9.0,2,2,1,8,1,2,2,1,2
76.0,1.0,26.0,12.0,1,1.0,9.0,2,2,1,8,1,2,1,3,2
230.0,102.0,1.0,3.0,2,2.0,6.0,2,2,1,3,1,2,1,1,2
151.0,69.0,4.0,1.0,24,1.0,10.0,2,3,3,8,1,1,2,3,2
14.0,73.0,2.0,1.0,53,32.0,9.0,2,2,1,8,1,1,2,1,2
19.0,1.0,1.0,1.0,25,1.0,8.0,1,3,3,3,1,1,1,1,2
11.0,5.0,5.0,1.0,43,1.0,2.0,2,2,1,8,1,1,1,1,2
119.0,50.0,1.0,1.0,108,2.0,6.0,1,2,1,3,1,1,1,1,2
157.0,37.0,1.0,2.0,30,20.0,6.0,2,2,1,3,1,2,1,1,2
41.0,123.0,14.0,1.0,1,1.0,2.0,2,2,1,8,1,1,1,1,2
229.0,49.0,37.0,1.0,1,92.0,2.0,2,2,1,8,1,1,1,1,2
206.0,92.0,72.0,1.0,139,36.0,11.0,2,2,1,8,1,1,1,1,2
298.0,46.0,73.0,1.0,1,96.0,4.0,2,2,1,8,1,1,2,1,2
202.0,200.0,3.0,1.0,104,196.0,13.0,2,2,1,8,1,1,1,1,2
141.0,26.0,2.0,1.0,85,1.0,2.0,2,3,3,8,1,1,1,1,2
202.0,109.0,84.0,1.0,72,124.0,7.0,2,2,1,1,1,1,1,1,2
102.0,11.0,37.0,1.0,53,1.0,2.0,2,3,3,8,1,1,2,1,2
89.0,64.0,1.0,1.0,38,1.0,2.0,1,3,3,8,1,1,1,1,2
85.0,30.0,3.0,5.0,89,172.0,10.0,2,2,1,8,1,2,1,1,2
62.0,17.0,4.0,1.0,114,1.0,2.0,2,2,1,8,1,1,1,1,2
207.0,11.0,1.0,11.0,68,19.0,6.0,1,2,1,3,1,2,1,1,2
75.0,54.0,1.0,2.0,68,37.0,8.0,1,2,1,5,1,2,1,1,2
121.0,73.0,63.0,2.0,95,11.0,10.0,1,2,1,8,1,2,2,1,2
156.0,75.0,58.0,3.0,53,33.0,2.0,2,2,1,8,1,2,2,1,2
149.0,43.0,2.0,4.0,1,29.0,13.0,1,2,1,4,1,2,1,1,2
64.0,63.0,20.0,1.0,63,1.0,9.0,2,2,1,8,1,1,1,1,2
10.0,89.0,11.0,1.0,38,1.0,7.0,2,2,1,4,1,1,2,1,2
62.0,170.0,3.0,1.0,104,6.0,9.0,1,2,1,4,1,1,1,1,2
52.0,90.0,2.0,1.0,45,50.0,7.0,2,3,3,4,1,1,1,1,2
16.0,119.0,4.0,1.0,18,50.0,7.0,2,2,1,8,1,1,1,1,2
34.0,87.0,26.0,1.0,114,144.0,7.0,2,3,3,8,1,1,2,1,2
48.0,14.0,4.0,1.0,1,35.0,2.0,2,2,1,8,1,1,1,1,2
113.0,55.0,20.0,1.0,24,1.0,4.0,2,2,1,8,1,1,2,1,2
82.0,29.0,3.0,1.0,76,6.0,7.0,2,2,1,4,1,1,2,1,2
225.0,66.0,114.0,1.0,68,1.0,7.0,2,3,3,4,1,1,2,3,2
72.0,167.0,11.0,1.0,1,1.0,7.0,2,2,1,8,1,1,1,1,2
12.0,17.0,5.0,7.0,85,30.0,7.0,1,2,1,8,1,2,2,1,2
81.0,77.0,11.0,2.0,95,45.0,9.0,2,3,3,8,1,2,2,1,2
15.0,142.0,43.0,11.0,1,11.0,1.0,1,2,1,8,1,2,2,1,2
83.0,14.0,2.0,3.0,40,7.0,2.0,2,3,3,8,1,2,1,1,2
190.0,35.0,29.0,1.0,7,1.0,10.0,2,2,1,8,1,1,1,3,2
339.0,202.0,2.0,3.0,1,97.0,6.0,2,3,3,3,1,2,1,1,2
127.0,5.0,3.0,1.0,75,177.0,9.0,2,3,3,8,1,1,1,1,2
89.0,184.0,2.0,1.0,38,108.0,1.0,2,3,3,8,1,1,2,1,2
31.0,83.0,1.0,1.0,63,2.0,6.0,2,3,3,3,1,1,2,1,2
270.0,26.0,62.0,2.0,107,139.0,11.0,1,2,1,4,2,2,1,1,1
86.0,30.0,82.0,3.0,151,173.0,11.0,2,2,1,8,2,2,2,1,1
226.0,142.0,98.0,15.0,85,202.0,10.0,2,2,1,8,2,2,1,1,1
47.0,172.0,95.0,1.0,108,1.0,2.0,1,2,1,4,2,1,1,1,1
31.0,93.0,64.0,1.0,85,1.0,2.0,1,3,3,4,2,1,1,1,1
34.0,142.0,37.0,1.0,38,181.0,13.0,2,2,1,8,2,1,1,1,1
94.0,30.0,27.0,1.0,53,210.0,14.0,1,2,1,4,2,1,2,1,1
43.0,139.0,41.0,4.0,11,27.0,2.0,2,2,1,8,2,2,2,1,1
103.0,17.0,36.0,6.0,103,1.0,2.0,2,2,1,8,2,2,2,1,1
46.0,123.0,40.0,4.0,68,163.0,2.0,2,2,1,8,2,2,1,1,1
223.0,102.0,72.0,11.0,1,1.0,3.0,2,2,1,8,2,2,2,1,1
331.0,6.0,1.0,2.0,83,50.0,6.0,1,2,1,3,2,2,1,1,1
128.0,105.0,83.0,3.0,131,8.0,14.0,2,2,1,8,2,2,1,1,1
134.0,85.0,28.0,2.0,118,1.0,2.0,1,2,1,8,2,2,2,1,1
158.0,203.0,100.0,17.0,1,204.0,2.0,2,2,1,8,2,2,1,1,1
32.0,137.0,20.0,3.0,26,119.0,1.0,1,2,1,8,2,2,1,1,1
91.0,73.0,44.0,19.0,1,110.0,11.0,1,2,1,4,2,2,1,1,1
152.0,173.0,47.0,2.0,76,20.0,2.0,1,2,1,8,2,2,1,1,1
51.0,100.0,52.0,2.0,24,90.0,13.0,2,3,3,8,2,2,2,1,1
1.0,87.0,43.0,3.0,38,144.0,13.0,2,3,3,8,2,2,2,1,1
265.0,87.0,1.0,1.0,32,142.0,8.0,1,2,1,5,2,1,1,1,1
260.0,1.0,58.0,1.0,1,1.0,2.0,1,2,1,8,2,1,1,1,1
44.0,148.0,1.0,1.0,1,1.0,5.0,2,2,1,2,2,1,1,1,1
71.0,67.0,60.0,1.0,1,1.0,2.0,2,3,3,4,2,1,1,1,1
327.0,102.0,75.0,5.0,1,49.0,1.0,1,2,1,8,2,2,1,1,1
7.0,26.0,43.0,6.0,112,125.0,2.0,2,2,1,8,2,2,2,1,1
127.0,13.0,16.0,5.0,24,1.0,11.0,1,2,1,8,2,2,1,1,1
225.0,51.0,4.0,6.0,144,1.0,14.0,2,2,1,8,2,2,2,1,1
144.0,107.0,52.0,6.0,31,110.0,5.0,1,2,1,2,2,2,2,1,1
73.0,73.0,32.0,2.0,90,133.0,10.0,2,2,1,8,2,2,1,1,1
69.0,134.0,43.0,11.0,24,143.0,11.0,1,2,1,8,2,2,1,1,2
132.0,50.0,56.0,1.0,136,1.0,11.0,1,2,1,8,2,1,2,1,2
263.0,46.0,58.0,1.0,45,1.0,2.0,2,2,1,8,2,1,2,1,2
244.0,52.0,6.0,1.0,53,1.0,9.0,2,2,1,8,2,1,1,1,2
315.0,12.0,26.0,1.0,87,179.0,7.0,1,2,1,1,2,1,2,1,2
307.0,125.0,99.0,4.0,32,36.0,9.0,1,2,1,4,2,2,2,1,2
256.0,211.0,6.0,2.0,161,47.0,11.0,2,2,1,4,2,2,1,1,2
98.0,57.0,62.0,1.0,114,2.0,2.0,1,2,1,4,2,1,2,1,2
90.0,23.0,43.0,1.0,127,1.0,1.0,1,2,1,4,2,1,1,1,2
255.0,61.0,20.0,1.0,154,1.0,7.0,2,2,1,1,2,1,1,1,2
238.0,29.0,1.0,1.0,42,2.0,6.0,2,2,1,3,2,1,1,1,2
163.0,66.0,103.0,1.0,152,1.0,1.0,2,2,1,8,2,1,2,1,2
183.0,48.0,1.0,1.0,104,1.0,6.0,1,3,3,3,2,1,1,1,2
93.0,40.0,1.0,1.0,24,1.0,6.0,1,2,1,3,2,1,1,1,2
196.0,77.0,73.0,1.0,158,1.0,14.0,2,2,1,4,2,1,2,1,2
187.0,52.0,7.0,1.0,54,1.0,13.0,2,2,1,1,2,1,2,1,2
36.0,46.0,47.0,1.0,32,21.0,3.0,2,3,3,8,2,1,2,1,2
251.0,73.0,26.0,1.0,1,74.0,7.0,2,2,1,1,2,1,1,1,2
39.0,149.0,23.0,1.0,45,1.0,9.0,2,3,3,4,2,1,2,1,2
204.0,86.0,29.0,1.0,68,1.0,13.0,2,2,1,8,2,1,2,1,2
145.0,34.0,14.0,11.0,43,27.0,7.0,2,3,3,1,2,2,2,1,2
259.0,162.0,37.0,1.0,1,1.0,4.0,2,3,3,8,2,1,1,3,2
82.0,16.0,61.0,7.0,71,95.0,13.0,2,3,3,8,2,2,2,1,2
84.0,46.0,45.0,7.0,68,94.0,4.0,2,2,1,4,2,2,1,1,1
177.0,33.0,20.0,8.0,108,198.0,14.0,2,2,1,8,2,2,2,1,1
279.0,173.0,127.0,1.0,35,1.0,10.0,2,2,1,8,2,1,1,3,1
340.0,208.0,119.0,2.0,1,52.0,5.0,2,2,1,9,2,2,2,1,1
291.0,149.0,1.0,12.0,1,156.0,7.0,2,2,1,1,2,2,1,1,1
191.0,194.0,91.0,10.0,1,59.0,12.0,2,2,1,6,2,2,2,1,1
219.0,80.0,75.0,15.0,122,161.0,13.0,2,2,1,8,2,2,1,1,1
68.0,165.0,20.0,5.0,1,93.0,14.0,1,3,3,4,2,2,1,1,1
246.0,15.0,6.0,7.0,76,141.0,2.0,2,2,1,4,2,2,1,1,1
140.0,95.0,103.0,3.0,106,1.0,13.0,2,2,1,8,2,2,2,1,1
167.0,45.0,28.0,17.0,38,176.0,13.0,1,2,1,8,2,2,1,1,1
292.0,2.0,2.0,1.0,1,191.0,14.0,2,2,1,4,2,1,1,1,1
73.0,62.0,53.0,8.0,45,184.0,11.0,1,2,1,4,2,2,2,1,1
94.0,176.0,72.0,7.0,127,107.0,3.0,1,2,1,4,2,2,1,1,1
113.0,37.0,31.0,1.0,1,206.0,14.0,2,2,1,4,2,1,1,1,1
79.0,46.0,35.0,1.0,132,74.0,2.0,2,2,1,4,2,1,1,1,1
88.0,177.0,39.0,1.0,38,1.0,11.0,2,2,1,4,2,1,2,1,1
249.0,103.0,119.0,1.0,27,1.0,11.0,2,2,1,4,2,1,2,1,1
50.0,73.0,2.0,1.0,32,1.0,1.0,1,2,1,8,2,1,1,1,1
76.0,167.0,50.0,12.0,97,88.0,13.0,2,2,1,4,2,2,2,1,1
96.0,72.0,24.0,1.0,114,1.0,14.0,1,2,1,4,2,1,1,1,1
254.0,13.0,10.0,9.0,99,67.0,2.0,2,3,3,8,2,2,2,1,1
199.0,31.0,20.0,5.0,1,168.0,1.0,1,2,1,8,2,2,1,1,1
323.0,70.0,43.0,6.0,18,39.0,13.0,2,2,1,8,2,2,2,1,1
51.0,73.0,28.0,9.0,53,2.0,4.0,2,3,3,8,2,2,2,1,1
62.0,18.0,2.0,2.0,162,40.0,14.0,2,3,3,8,2,2,2,1,1
332.0,190.0,1.0,12.0,1,164.0,6.0,1,2,1,3,2,2,2,1,1
45.0,149.0,26.0,5.0,15,167.0,2.0,1,2,1,4,2,2,1,1,1
168.0,6.0,70.0,2.0,134,215.0,2.0,2,3,3,4,2,2,2,1,1
146.0,17.0,43.0,12.0,10,113.0,2.0,2,2,1,8,2,2,1,1,1
96.0,115.0,26.0,4.0,1,1.0,2.0,2,2,1,8,2,2,1,1,1
225.0,49.0,37.0,11.0,65,203.0,2.0,2,2,1,8,2,2,1,1,1
224.0,115.0,32.0,6.0,34,148.0,10.0,2,2,1,8,2,2,2,1,1
161.0,28.0,33.0,9.0,100,194.0,14.0,2,2,1,8,2,2,2,1,1
239.0,2.0,2.0,2.0,154,1.0,5.0,2,2,1,8,1,2,1,3,1
280.0,92.0,4.0,1.0,79,1.0,10.0,2,2,1,8,2,1,2,1,1
171.0,137.0,89.0,1.0,51,1.0,13.0,2,3,3,4,2,1,2,1,1
126.0,194.0,1.0,1.0,1,222.0,5.0,1,3,3,9,2,1,1,1,1
338.0,199.0,1.0,1.0,1,1.0,6.0,2,2,1,3,2,1,2,1,1
331.0,204.0,128.0,10.0,1,144.0,14.0,2,2,1,4,2,2,2,1,1
293.0,194.0,109.0,10.0,1,1.0,2.0,2,2,1,8,2,2,1,1,1
112.0,52.0,26.0,6.0,53,208.0,2.0,2,3,3,8,2,2,2,1,1
98.0,19.0,8.0,8.0,30,205.0,2.0,2,2,1,8,2,2,2,1,1
146.0,119.0,67.0,9.0,106,151.0,3.0,2,2,1,8,2,2,1,1,1
116.0,26.0,77.0,4.0,103,63.0,2.0,2,2,1,4,2,2,2,1,1
186.0,106.0,3.0,1.0,97,7.0,13.0,2,2,1,8,1,1,2,1,1
220.0,9.0,3.0,1.0,95,1.0,9.0,2,2,1,8,2,1,2,1,1
103.0,26.0,7.0,1.0,110,24.0,2.0,2,2,1,1,2,1,1,1,1
266.0,73.0,55.0,9.0,125,199.0,2.0,1,2,1,8,2,2,2,1,1
57.0,115.0,58.0,4.0,24,140.0,1.0,1,2,1,8,2,2,1,1,1
47.0,64.0,47.0,12.0,68,191.0,2.0,2,2,1,8,2,2,2,1,1
139.0,16.0,15.0,5.0,120,110.0,9.0,1,2,1,8,2,2,1,1,1
142.0,40.0,7.0,1.0,78,1.0,9.0,2,3,3,8,1,1,1,1,2
42.0,10.0,4.0,1.0,68,1.0,11.0,2,2,1,8,1,1,1,1,2
80.0,20.0,3.0,1.0,63,1.0,2.0,2,2,1,4,2,1,1,1,2
140.0,52.0,31.0,1.0,95,1.0,9.0,1,3,3,8,1,1,2,1,2
8.0,2.0,2.0,1.0,1,1.0,2.0,2,2,1,8,1,1,1,1,1
169.0,82.0,14.0,1.0,83,1.0,9.0,2,2,1,8,1,1,2,1,2
275.0,91.0,3.0,1.0,151,1.0,14.0,2,2,1,1,1,1,2,1,2
41.0,40.0,4.0,1.0,45,5.0,9.0,2,3,3,8,1,1,1,1,2
121.0,78.0,86.0,3.0,116,2.0,11.0,2,3,3,4,1,2,2,1,2
63.0,27.0,8.0,2.0,131,87.0,13.0,2,2,1,8,1,2,1,1,2
35.0,161.0,16.0,3.0,68,8.0,2.0,2,2,1,1,1,2,2,1,2
217.0,93.0,4.0,1.0,53,1.0,2.0,1,2,1,8,1,1,1,1,2
138.0,40.0,7.0,3.0,127,51.0,2.0,2,2,1,4,1,2,2,1,2
71.0,26.0,39.0,2.0,127,10.0,7.0,2,2,1,8,1,2,2,1,2
168.0,190.0,1.0,3.0,53,2.0,6.0,2,3,3,3,1,2,1,1,2
140.0,99.0,47.0,2.0,141,43.0,10.0,2,2,1,8,1,2,2,1,2
27.0,157.0,4.0,1.0,38,100.0,1.0,2,3,3,8,2,1,1,1,2
65.0,61.0,4.0,1.0,53,11.0,7.0,2,2,1,8,1,1,1,1,2
71.0,6.0,52.0,1.0,1,1.0,2.0,2,2,1,5,1,1,2,3,1
31.0,1.0,18.0,1.0,53,2.0,11.0,2,2,1,8,1,1,1,1,2
58.0,27.0,18.0,1.0,53,1.0,3.0,2,3,3,8,1,1,1,1,2
83.0,173.0,49.0,1.0,24,1.0,2.0,2,2,1,8,1,1,1,3,2
201.0,67.0,1.0,1.0,1,144.0,6.0,2,2,1,3,1,1,1,1,2
137.0,183.0,14.0,1.0,80,1.0,4.0,2,2,1,4,1,1,1,1,2
38.0,22.0,41.0,1.0,76,6.0,13.0,1,2,1,8,1,1,1,1,2
74.0,40.0,7.0,1.0,38,134.0,11.0,1,2,1,8,1,1,2,1,2
118.0,11.0,4.0,2.0,92,51.0,10.0,1,2,1,4,1,2,2,1,2
221.0,46.0,1.0,1.0,23,1.0,6.0,1,2,1,3,1,1,1,1,2
170.0,59.0,1.0,1.0,38,1.0,9.0,2,3,3,3,1,1,1,1,2
83.0,25.0,7.0,2.0,85,5.0,13.0,1,2,1,8,1,2,2,1,2
24.0,65.0,25.0,3.0,53,118.0,2.0,2,2,1,6,1,2,2,1,2
238.0,17.0,14.0,1.0,42,1.0,10.0,2,3,3,8,1,1,2,1,2
37.0,144.0,21.0,1.0,24,96.0,1.0,2,2,1,8,1,1,1,1,2
132.0,84.0,7.0,1.0,32,1.0,1.0,2,2,1,8,1,1,2,1,2
198.0,26.0,37.0,1.0,82,1.0,9.0,2,2,1,8,1,1,2,1,2
186.0,70.0,58.0,1.0,83,74.0,7.0,2,2,1,1,1,1,2,1,2
160.0,26.0,72.0,1.0,104,1.0,1.0,2,3,3,8,1,1,2,1,2
299.0,123.0,64.0,1.0,1,1.0,1.0,1,2,1,4,1,1,1,1,2
202.0,15.0,8.0,1.0,101,3.0,13.0,2,3,3,8,1,1,2,1,2
211.0,68.0,5.0,1.0,1,111.0,3.0,2,2,1,8,1,1,2,1,2
50.0,134.0,5.0,1.0,1,97.0,2.0,1,2,1,8,1,1,1,1,2
85.0,137.0,7.0,1.0,1,1.0,1.0,2,2,1,8,1,1,2,1,2
101.0,12.0,72.0,1.0,108,1.0,9.0,2,2,1,4,1,1,2,1,2
195.0,85.0,1.0,7.0,1,74.0,6.0,1,2,1,3,1,2,1,1,2
276.0,85.0,26.0,1.0,32,3.0,7.0,2,2,1,1,1,1,1,1,2
4.0,130.0,4.0,2.0,1,66.0,11.0,1,2,1,8,1,2,2,1,2
69.0,14.0,9.0,1.0,47,1.0,7.0,1,2,1,8,1,1,2,3,2
57.0,167.0,14.0,1.0,32,43.0,7.0,2,2,1,8,2,1,2,1,2
82.0,28.0,11.0,2.0,68,12.0,11.0,1,2,1,8,1,2,2,1,2
52.0,102.0,1.0,1.0,1,1.0,6.0,1,3,3,3,1,1,1,1,2
102.0,78.0,53.0,2.0,130,22.0,2.0,2,2,1,4,1,2,2,1,2
222.0,50.0,7.0,1.0,1,101.0,1.0,1,2,1,8,1,1,1,1,2
3.0,13.0,26.0,1.0,38,19.0,2.0,1,2,1,8,1,1,1,1,2
132.0,85.0,7.0,2.0,11,64.0,2.0,1,2,1,8,1,2,2,1,2
66.0,137.0,3.0,1.0,1,1.0,1.0,2,2,1,8,1,1,1,1,2
142.0,82.0,5.0,1.0,75,1.0,2.0,2,2,1,8,1,1,1,1,2
81.0,46.0,24.0,1.0,53,1.0,13.0,1,2,1,8,1,1,2,1,2
166.0,87.0,37.0,1.0,38,1.0,3.0,2,3,3,8,1,1,2,1,2
156.0,46.0,2.0,1.0,53,1.0,13.0,2,3,3,8,1,1,1,3,2
163.0,2.0,2.0,1.0,1,1.0,10.0,2,3,3,8,1,1,1,1,2
