fnlwgt,education-num,age,capitalgain,capitalloss,hoursperweek,education,workclass,marital-status,occupation,relationship,race,sex,native-country,class
341410.0,10.0,0.0,0.0,0.0,0.0,16.0,6.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
400443.0,9.0,0.0,0.0,0.0,0.0,12.0,3.0,5.0,12.0,4.0,5.0,1.0,37.0,1.0
66118.0,10.0,2.0,0.0,0.0,1.0,16.0,2.0,3.0,14.0,6.0,5.0,1.0,37.0,1.0
332379.0,10.0,1.0,0.0,0.0,3.0,16.0,3.0,4.0,14.0,5.0,5.0,2.0,37.0,1.0
432376.0,13.0,0.0,0.0,0.0,2.0,10.0,3.0,5.0,12.0,3.0,5.0,2.0,37.0,1.0
83861.0,9.0,4.0,0.0,0.0,2.0,12.0,3.0,3.0,6.0,1.0,5.0,2.0,37.0,1.0
166107.0,14.0,2.0,0.0,0.0,2.0,13.0,3.0,5.0,1.0,2.0,2.0,1.0,28.0,1.0
236696.0,10.0,0.0,0.0,0.0,3.0,16.0,3.0,5.0,8.0,2.0,5.0,2.0,37.0,1.0
136218.0,7.0,4.0,0.0,0.0,2.0,2.0,3.0,5.0,7.0,2.0,5.0,1.0,37.0,1.0
348739.0,15.0,2.0,0.0,0.0,3.0,15.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
194608.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
163189.0,9.0,1.0,0.0,0.0,2.0,12.0,5.0,5.0,12.0,4.0,5.0,2.0,37.0,1.0
407068.0,3.0,2.0,0.0,0.0,4.0,5.0,3.0,3.0,8.0,1.0,5.0,2.0,24.0,1.0
580248.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,13.0,2.0,5.0,1.0,37.0,1.0
241843.0,1.0,3.0,0.0,0.0,2.0,14.0,2.0,3.0,8.0,1.0,5.0,2.0,37.0,1.0
116508.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,11.0,1.0
200381.0,7.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,4.0,2.0,5.0,1.0,37.0,1.0
71046.0,10.0,3.0,0.0,0.0,2.0,16.0,3.0,1.0,4.0,5.0,5.0,2.0,32.0,1.0
162593.0,13.0,0.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,2.0,2.0,1.0,37.0,1.0
200352.0,13.0,2.0,0.0,0.0,2.0,10.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
339897.0,2.0,1.0,0.0,0.0,2.0,4.0,3.0,3.0,7.0,1.0,5.0,2.0,24.0,1.0
57322.0,12.0,2.0,0.0,0.0,2.0,8.0,3.0,1.0,3.0,2.0,5.0,2.0,37.0,1.0
188711.0,13.0,1.0,0.0,0.0,0.0,10.0,3.0,5.0,14.0,5.0,5.0,2.0,37.0,1.0
169203.0,11.0,2.0,0.0,0.0,1.0,9.0,2.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
214399.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,12.0,4.0,5.0,1.0,37.0,1.0
209370.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,6.0,12.0,2.0,5.0,1.0,37.0,1.0
124692.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,6.0,1.0,5.0,2.0,37.0,1.0
188401.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,1.0,5.0,2.0,5.0,2.0,37.0,1.0
161676.0,7.0,3.0,0.0,0.0,2.0,2.0,3.0,5.0,14.0,2.0,3.0,2.0,37.0,1.0
165799.0,10.0,2.0,0.0,0.0,0.0,16.0,2.0,5.0,8.0,2.0,5.0,2.0,37.0,1.0
188569.0,5.0,1.0,0.0,0.0,2.0,7.0,1.0,3.0,13.0,1.0,5.0,2.0,37.0,1.0
110978.0,10.0,1.0,0.0,0.0,2.0,16.0,3.0,1.0,3.0,3.0,4.0,1.0,37.0,1.0
220585.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
225193.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
161708.0,13.0,0.0,0.0,0.0,1.0,10.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
225775.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
157900.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,6.0,1.0,5.0,5.0,1.0,37.0,1.0
104333.0,9.0,4.0,0.0,0.0,3.0,12.0,4.0,1.0,12.0,2.0,5.0,2.0,37.0,1.0
488720.0,5.0,1.0,0.0,0.0,2.0,7.0,3.0,3.0,6.0,3.0,5.0,2.0,24.0,1.0
215873.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,5.0,7.0,4.0,3.0,2.0,37.0,1.0
92215.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,1.0,2.0,5.0,1.0,37.0,1.0
188291.0,2.0,2.0,0.0,0.0,2.0,4.0,3.0,5.0,12.0,4.0,5.0,2.0,37.0,1.0
34402.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
300812.0,10.0,0.0,0.0,0.0,1.0,16.0,3.0,5.0,8.0,4.0,5.0,2.0,37.0,1.0
102025.0,14.0,2.0,0.0,0.0,3.0,13.0,3.0,3.0,10.0,1.0,4.0,2.0,37.0,1.0
352057.0,9.0,0.0,0.0,0.0,4.0,12.0,3.0,5.0,14.0,2.0,5.0,2.0,37.0,1.0
140363.0,9.0,4.0,1.0,0.0,1.0,12.0,3.0,1.0,7.0,2.0,5.0,2.0,37.0,1.0
225339.0,10.0,3.0,0.0,0.0,2.0,16.0,1.0,7.0,1.0,2.0,3.0,1.0,37.0,1.0
27776.0,11.0,0.0,0.0,0.0,2.0,9.0,3.0,5.0,7.0,2.0,5.0,2.0,37.0,1.0
239093.0,10.0,2.0,1.0,0.0,2.0,16.0,5.0,3.0,4.0,1.0,1.0,2.0,37.0,1.0
227602.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,12.0,2.0,5.0,1.0,24.0,1.0
50356.0,10.0,2.0,0.0,1.0,3.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
294493.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,3.0,3.0,5.0,2.0,37.0,1.0
108293.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,7.0,8.0,5.0,5.0,1.0,37.0,1.0
111963.0,10.0,4.0,0.0,0.0,0.0,16.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
377701.0,9.0,3.0,0.0,0.0,1.0,12.0,3.0,3.0,8.0,1.0,5.0,2.0,24.0,1.0
125863.0,13.0,0.0,0.0,0.0,1.0,10.0,2.0,5.0,10.0,4.0,5.0,2.0,37.0,1.0
201522.0,13.0,2.0,0.0,0.0,3.0,10.0,5.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
44434.0,10.0,3.0,0.0,0.0,1.0,16.0,3.0,1.0,13.0,3.0,5.0,2.0,37.0,1.0
85815.0,9.0,4.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,2.0,2.0,37.0,1.0
212448.0,9.0,4.0,0.0,0.0,2.0,12.0,1.0,7.0,12.0,5.0,5.0,1.0,11.0,1.0
173938.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,6.0,12.0,4.0,5.0,1.0,37.0,1.0
153405.0,7.0,0.0,0.0,0.0,1.0,2.0,2.0,5.0,1.0,3.0,5.0,1.0,37.0,1.0
173208.0,14.0,2.0,0.0,0.0,1.0,13.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
240063.0,13.0,0.0,0.0,0.0,1.0,10.0,3.0,5.0,7.0,4.0,5.0,2.0,37.0,1.0
143062.0,10.0,0.0,0.0,0.0,1.0,16.0,3.0,5.0,8.0,4.0,5.0,2.0,37.0,1.0
175034.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
288551.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,3.0,2.0,37.0,1.0
218445.0,10.0,0.0,0.0,0.0,2.0,16.0,1.0,5.0,4.0,2.0,5.0,1.0,37.0,1.0
375871.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,3.0,1.0,6.0,5.0,1.0,24.0,1.0
55377.0,9.0,3.0,0.0,0.0,2.0,12.0,1.0,5.0,7.0,4.0,3.0,2.0,37.0,1.0
387430.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,3.0,1.0,1.0,5.0,2.0,37.0,1.0
194638.0,9.0,4.0,0.0,0.0,1.0,12.0,5.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
129177.0,9.0,3.0,0.0,0.0,2.0,12.0,1.0,1.0,1.0,2.0,5.0,1.0,37.0,1.0
29984.0,8.0,2.0,0.0,0.0,2.0,3.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
320984.0,10.0,2.0,0.0,0.0,3.0,16.0,4.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
160943.0,9.0,2.0,0.0,0.0,2.0,12.0,2.0,3.0,14.0,1.0,3.0,2.0,37.0,1.0
185410.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
247552.0,10.0,3.0,0.0,0.0,3.0,16.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
279196.0,13.0,3.0,0.0,0.0,2.0,10.0,3.0,5.0,3.0,2.0,5.0,1.0,37.0,1.0
248344.0,10.0,0.0,0.0,0.0,3.0,16.0,2.0,1.0,6.0,2.0,3.0,2.0,37.0,1.0
259351.0,6.0,1.0,0.0,0.0,2.0,1.0,3.0,5.0,8.0,3.0,1.0,2.0,24.0,1.0
265038.0,10.0,2.0,0.0,0.0,3.0,16.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
296066.0,10.0,3.0,0.0,0.0,2.0,16.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
174491.0,9.0,2.0,0.0,0.0,1.0,12.0,3.0,7.0,8.0,5.0,3.0,1.0,37.0,1.0
267404.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,6.0,5.0,1.0,37.0,1.0
160362.0,9.0,4.0,0.0,0.0,3.0,12.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
204621.0,12.0,1.0,0.0,0.0,2.0,8.0,3.0,1.0,8.0,4.0,5.0,1.0,37.0,1.0
86646.0,10.0,1.0,0.0,0.0,2.0,16.0,5.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
168845.0,9.0,2.0,0.0,0.0,3.0,12.0,4.0,3.0,12.0,6.0,5.0,1.0,37.0,1.0
101119.0,9.0,3.0,0.0,0.0,4.0,12.0,2.0,3.0,11.0,1.0,5.0,2.0,37.0,1.0
73796.0,10.0,1.0,0.0,0.0,1.0,16.0,3.0,7.0,4.0,5.0,5.0,1.0,37.0,1.0
238246.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,10.0,2.0,5.0,1.0,37.0,1.0
76625.0,9.0,2.0,0.0,0.0,2.0,12.0,4.0,3.0,6.0,1.0,5.0,2.0,37.0,1.0
400966.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
241962.0,13.0,2.0,0.0,0.0,2.0,10.0,2.0,3.0,1.0,1.0,5.0,2.0,37.0,1.0
230823.0,8.0,4.0,0.0,0.0,2.0,3.0,3.0,3.0,14.0,1.0,5.0,2.0,5.0,1.0
131088.0,9.0,1.0,0.0,0.0,1.0,12.0,3.0,5.0,6.0,4.0,5.0,2.0,37.0,1.0
153718.0,10.0,0.0,0.0,0.0,1.0,16.0,3.0,5.0,8.0,2.0,2.0,1.0,37.0,1.0
99270.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,5.0,6.0,5.0,1.0,37.0,1.0
430828.0,10.0,0.0,0.0,0.0,2.0,16.0,2.0,6.0,4.0,5.0,3.0,2.0,37.0,1.0
286967.0,9.0,4.0,0.0,0.0,2.0,12.0,2.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
207157.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,1.0,8.0,5.0,5.0,1.0,24.0,1.0
194630.0,9.0,2.0,0.0,0.0,2.0,12.0,6.0,7.0,4.0,2.0,5.0,1.0,37.0,1.0
32406.0,10.0,1.0,0.0,0.0,0.0,16.0,3.0,1.0,3.0,5.0,5.0,1.0,37.0,1.0
193741.0,7.0,0.0,0.0,0.0,1.0,2.0,3.0,5.0,8.0,3.0,3.0,2.0,37.0,1.0
346253.0,9.0,3.0,0.0,0.0,1.0,12.0,3.0,1.0,12.0,4.0,5.0,1.0,37.0,1.0
45604.0,9.0,1.0,0.0,0.0,3.0,12.0,3.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
339681.0,14.0,2.0,1.0,0.0,2.0,13.0,2.0,1.0,10.0,5.0,5.0,1.0,37.0,1.0
210525.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
106890.0,11.0,4.0,0.0,0.0,2.0,9.0,3.0,7.0,1.0,2.0,5.0,1.0,37.0,1.0
194360.0,14.0,2.0,0.0,0.0,2.0,13.0,2.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
186925.0,10.0,0.0,1.0,0.0,3.0,16.0,3.0,5.0,8.0,2.0,5.0,2.0,37.0,1.0
239439.0,7.0,3.0,0.0,0.0,2.0,2.0,3.0,3.0,7.0,6.0,3.0,1.0,37.0,1.0
238329.0,13.0,2.0,0.0,0.0,2.0,10.0,3.0,5.0,12.0,2.0,5.0,1.0,37.0,1.0
191269.0,13.0,0.0,0.0,0.0,4.0,10.0,6.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
163708.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,7.0,8.0,5.0,5.0,1.0,37.0,1.0
239781.0,1.0,1.0,0.0,0.0,2.0,14.0,3.0,3.0,5.0,1.0,5.0,2.0,24.0,1.0
288585.0,9.0,2.0,0.0,0.0,0.0,12.0,5.0,3.0,8.0,6.0,2.0,1.0,33.0,1.0
32607.0,6.0,0.0,0.0,0.0,0.0,1.0,3.0,5.0,5.0,4.0,5.0,2.0,37.0,1.0
249909.0,9.0,0.0,0.0,0.0,3.0,12.0,3.0,3.0,6.0,1.0,5.0,2.0,37.0,1.0
328447.0,2.0,2.0,0.0,0.0,1.0,4.0,3.0,3.0,3.0,1.0,5.0,2.0,24.0,1.0
171780.0,12.0,3.0,0.0,0.0,1.0,8.0,3.0,1.0,12.0,5.0,3.0,1.0,37.0,1.0
27776.0,10.0,0.0,0.0,0.0,1.0,16.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
182177.0,9.0,1.0,1.0,0.0,1.0,12.0,3.0,1.0,3.0,2.0,5.0,2.0,37.0,1.0
473547.0,6.0,2.0,0.0,0.0,2.0,1.0,2.0,1.0,6.0,4.0,3.0,2.0,37.0,1.0
161745.0,11.0,1.0,0.0,0.0,2.0,9.0,3.0,3.0,5.0,1.0,5.0,2.0,37.0,1.0
170070.0,13.0,0.0,0.0,0.0,0.0,10.0,3.0,5.0,13.0,2.0,5.0,1.0,37.0,1.0
173212.0,12.0,0.0,1.0,0.0,2.0,8.0,3.0,5.0,5.0,2.0,5.0,2.0,37.0,1.0
379066.0,10.0,0.0,0.0,4.0,1.0,16.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
185072.0,10.0,4.0,0.0,0.0,2.0,16.0,3.0,5.0,1.0,3.0,3.0,1.0,21.0,1.0
193026.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,1.0,3.0,2.0,5.0,2.0,18.0,1.0
145214.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,1.0,2.0,5.0,1.0,37.0,1.0
386036.0,10.0,1.0,0.0,0.0,3.0,16.0,3.0,5.0,14.0,2.0,5.0,2.0,37.0,1.0
83727.0,9.0,2.0,0.0,0.0,3.0,12.0,3.0,1.0,8.0,5.0,5.0,1.0,37.0,1.0
143030.0,9.0,4.0,0.0,0.0,2.0,12.0,3.0,1.0,3.0,5.0,5.0,1.0,37.0,1.0
254202.0,13.0,2.0,0.0,0.0,3.0,10.0,3.0,3.0,12.0,1.0,5.0,2.0,37.0,1.0
171095.0,12.0,3.0,0.0,0.0,2.0,8.0,3.0,1.0,4.0,5.0,5.0,1.0,9.0,1.0
55294.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
117789.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,5.0,8.0,4.0,5.0,1.0,37.0,1.0
183608.0,6.0,4.0,0.0,0.0,2.0,1.0,3.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
124244.0,9.0,4.0,0.0,0.0,2.0,12.0,1.0,7.0,6.0,2.0,3.0,2.0,37.0,1.0
204116.0,13.0,2.0,1.0,0.0,2.0,10.0,5.0,4.0,10.0,2.0,5.0,1.0,37.0,1.0
419721.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,8.0,5.0,3.0,1.0,22.0,1.0
213977.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
109872.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
169631.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,6.0,4.0,5.0,1.0,37.0,1.0
78707.0,7.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,8.0,2.0,3.0,2.0,37.0,1.0
116057.0,9.0,4.0,1.0,0.0,0.0,12.0,5.0,1.0,4.0,2.0,5.0,1.0,37.0,1.0
190122.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,6.0,1.0,2.0,5.0,1.0,37.0,1.0
207853.0,8.0,2.0,0.0,0.0,3.0,3.0,2.0,3.0,13.0,1.0,5.0,2.0,37.0,1.0
26358.0,12.0,2.0,0.0,0.0,2.0,8.0,1.0,5.0,1.0,2.0,5.0,1.0,37.0,1.0
51100.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
52888.0,15.0,3.0,0.0,0.0,0.0,15.0,5.0,3.0,10.0,6.0,5.0,1.0,37.0,1.0
284166.0,15.0,2.0,0.0,0.0,3.0,15.0,3.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
65390.0,13.0,2.0,0.0,0.0,3.0,10.0,3.0,3.0,5.0,1.0,5.0,2.0,37.0,1.0
231286.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,6.0,2.0,3.0,2.0,37.0,1.0
130021.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
239824.0,13.0,1.0,0.0,0.0,2.0,10.0,3.0,5.0,13.0,2.0,5.0,2.0,37.0,1.0
284843.0,9.0,1.0,1.0,0.0,3.0,12.0,2.0,5.0,5.0,2.0,3.0,2.0,37.0,1.0
186824.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,7.0,5.0,5.0,2.0,37.0,1.0
508336.0,13.0,1.0,0.0,0.0,3.0,10.0,1.0,5.0,4.0,2.0,3.0,2.0,37.0,1.0
188786.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,1.0,14.0,2.0,5.0,2.0,37.0,1.0
70282.0,10.0,2.0,0.0,0.0,2.0,16.0,3.0,1.0,1.0,5.0,3.0,1.0,37.0,1.0
84726.0,10.0,3.0,0.0,0.0,2.0,16.0,3.0,3.0,7.0,1.0,5.0,2.0,37.0,1.0
126314.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,8.0,4.0,5.0,2.0,37.0,1.0
214955.0,3.0,3.0,0.0,4.0,2.0,5.0,3.0,1.0,3.0,2.0,5.0,1.0,37.0,1.0
108945.0,13.0,2.0,0.0,0.0,3.0,10.0,2.0,1.0,10.0,5.0,5.0,1.0,37.0,1.0
409815.0,10.0,1.0,0.0,0.0,2.0,16.0,1.0,5.0,1.0,5.0,3.0,1.0,37.0,1.0
29841.0,13.0,2.0,0.0,0.0,2.0,10.0,3.0,3.0,1.0,6.0,5.0,1.0,37.0,1.0
279129.0,10.0,3.0,0.0,0.0,1.0,16.0,5.0,3.0,5.0,1.0,5.0,2.0,37.0,1.0
298225.0,9.0,0.0,0.0,0.0,3.0,12.0,3.0,1.0,3.0,2.0,5.0,2.0,37.0,1.0
145651.0,10.0,0.0,0.0,0.0,0.0,16.0,3.0,5.0,12.0,4.0,3.0,1.0,37.0,1.0
95244.0,10.0,3.0,0.0,0.0,1.0,16.0,3.0,1.0,8.0,5.0,3.0,1.0,37.0,1.0
169104.0,10.0,1.0,0.0,0.0,2.0,16.0,3.0,4.0,3.0,2.0,5.0,2.0,37.0,1.0
31350.0,7.0,1.0,0.0,0.0,3.0,2.0,3.0,5.0,5.0,2.0,5.0,2.0,37.0,1.0
111985.0,9.0,1.0,0.0,0.0,3.0,12.0,5.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
190942.0,2.0,4.0,0.0,0.0,1.0,4.0,3.0,7.0,9.0,2.0,3.0,1.0,37.0,1.0
150296.0,12.0,1.0,0.0,0.0,4.0,8.0,3.0,5.0,8.0,2.0,5.0,1.0,37.0,1.0
225548.0,13.0,1.0,0.0,0.0,1.0,10.0,3.0,3.0,11.0,1.0,3.0,2.0,37.0,1.0
180342.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
310907.0,10.0,1.0,0.0,0.0,1.0,16.0,3.0,3.0,4.0,6.0,5.0,1.0,37.0,1.0
162137.0,9.0,4.0,0.0,0.0,2.0,12.0,1.0,3.0,14.0,1.0,1.0,2.0,37.0,1.0
94962.0,9.0,2.0,0.0,0.0,2.0,12.0,5.0,3.0,3.0,1.0,5.0,2.0,9.0,1.0
171111.0,13.0,1.0,0.0,0.0,2.0,10.0,6.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
218990.0,11.0,1.0,0.0,0.0,3.0,9.0,2.0,3.0,11.0,1.0,3.0,2.0,37.0,1.0
169047.0,9.0,4.0,0.0,0.0,0.0,12.0,3.0,5.0,7.0,2.0,5.0,2.0,37.0,1.0
242077.0,9.0,0.0,0.0,0.0,2.0,12.0,3.0,1.0,12.0,2.0,3.0,1.0,37.0,1.0
169323.0,13.0,0.0,0.0,0.0,2.0,10.0,3.0,3.0,4.0,4.0,5.0,1.0,37.0,1.0
208358.0,5.0,2.0,2.0,0.0,3.0,7.0,3.0,1.0,6.0,2.0,5.0,2.0,37.0,1.0
294395.0,14.0,4.0,0.0,0.0,2.0,13.0,3.0,7.0,10.0,2.0,5.0,1.0,37.0,1.0
219288.0,4.0,2.0,0.0,0.0,1.0,6.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
245529.0,12.0,2.0,0.0,0.0,2.0,8.0,3.0,1.0,10.0,2.0,5.0,1.0,37.0,1.0
161482.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,1.0,8.0,5.0,5.0,1.0,37.0,1.0
155537.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
134152.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,6.0,7.0,2.0,5.0,2.0,37.0,1.0
100722.0,13.0,4.0,0.0,0.0,0.0,10.0,5.0,3.0,1.0,1.0,5.0,2.0,37.0,1.0
390781.0,13.0,2.0,0.0,0.0,2.0,10.0,3.0,3.0,1.0,6.0,3.0,1.0,37.0,1.0
255098.0,13.0,1.0,0.0,0.0,2.0,10.0,2.0,1.0,10.0,5.0,5.0,1.0,37.0,1.0
249977.0,11.0,4.0,0.0,0.0,2.0,9.0,3.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
416103.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,6.0,4.0,5.0,2.0,37.0,1.0
28848.0,13.0,1.0,0.0,0.0,0.0,10.0,6.0,5.0,10.0,2.0,5.0,2.0,37.0,1.0
180599.0,9.0,2.0,0.0,0.0,1.0,12.0,5.0,5.0,3.0,2.0,5.0,2.0,37.0,1.0
181232.0,7.0,4.0,0.0,3.0,2.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
257644.0,7.0,1.0,0.0,0.0,2.0,2.0,3.0,5.0,14.0,5.0,5.0,2.0,37.0,1.0
175674.0,5.0,2.0,0.0,0.0,2.0,7.0,2.0,3.0,8.0,1.0,5.0,2.0,37.0,1.0
228243.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,3.0,2.0,5.0,2.0,37.0,1.0
181651.0,13.0,1.0,0.0,0.0,3.0,10.0,3.0,3.0,4.0,1.0,5.0,2.0,37.0,1.0
101887.0,6.0,4.0,0.0,0.0,4.0,1.0,3.0,7.0,9.0,2.0,5.0,1.0,37.0,1.0
136343.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,5.0,12.0,2.0,5.0,2.0,37.0,1.0
310152.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,5.0,14.0,2.0,5.0,2.0,37.0,1.0
122272.0,13.0,0.0,0.0,0.0,1.0,10.0,3.0,5.0,1.0,4.0,5.0,1.0,37.0,1.0
126675.0,13.0,2.0,0.0,0.0,2.0,10.0,4.0,5.0,4.0,4.0,5.0,2.0,37.0,1.0
81413.0,9.0,4.0,0.0,4.0,4.0,12.0,4.0,3.0,5.0,1.0,5.0,2.0,37.0,1.0
102318.0,9.0,3.0,0.0,0.0,2.0,12.0,3.0,6.0,3.0,4.0,5.0,2.0,37.0,1.0
140359.0,1.0,3.0,0.0,0.0,1.0,14.0,2.0,5.0,7.0,2.0,5.0,1.0,37.0,1.0
171956.0,10.0,4.0,0.0,0.0,2.0,16.0,3.0,6.0,1.0,4.0,5.0,1.0,31.0,1.0
120796.0,5.0,4.0,0.0,0.0,2.0,7.0,4.0,3.0,10.0,1.0,5.0,2.0,37.0,1.0
344991.0,10.0,0.0,0.0,0.0,2.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
204374.0,13.0,1.0,0.0,2.0,3.0,10.0,3.0,5.0,12.0,2.0,5.0,2.0,37.0,1.0
123992.0,10.0,4.0,0.0,0.0,2.0,16.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
158592.0,7.0,2.0,0.0,0.0,3.0,2.0,3.0,3.0,3.0,1.0,5.0,2.0,37.0,1.0
256649.0,9.0,2.0,0.0,0.0,2.0,12.0,3.0,3.0,7.0,1.0,3.0,2.0,37.0,1.0
241259.0,11.0,1.0,0.0,0.0,2.0,9.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
420895.0,9.0,1.0,0.0,0.0,2.0,12.0,3.0,3.0,14.0,1.0,5.0,2.0,37.0,1.0
171328.0,6.0,4.0,0.0,0.0,1.0,1.0,2.0,7.0,8.0,5.0,3.0,1.0,37.0,1.0
315877.0,13.0,0.0,0.0,0.0,1.0,10.0,3.0,5.0,1.0,2.0,5.0,2.0,37.0,1.0
257764.0,9.0,3.0,0.0,0.0,2.0,12.0,4.0,1.0,4.0,5.0,5.0,1.0,37.0,1.0
